Ativo_Independente,Ativo_Dependente,ADF-100,ADF-120,ADF-140,ADF-160,ADF-180,ADF-200,ADF-220,ADF-250,Total
CIEL3,HGTX3,-3.2551096153356482,-3.4334886219951177,-2.9373010671204915,-3.2580956386885127,-3.6329132884202955,0,0,0,5
CIEL3,IRBR3,-3.0461183119150346,-3.0790607130074856,-3.2585249632788447,-3.0516018099764906,-3.1789384539588954,-3.363095124119108,0,-4.19530389420589,7
CIEL3,LREN3,0,0,-2.908863813264607,-3.1721090392878843,-4.329749829667029,-3.216259358654086,-2.91636253071865,0,5
CIEL3,MULT3,0,0,0,-2.9922154878284966,-3.9424068562837626,-3.6230664732754496,-3.863551357634838,-3.1886511444934924,5
CIEL3,RADL3,-3.2387114564153983,-3.8400551925158464,-3.355851351336199,-3.9007446945274777,-3.7883118687158452,0,0,0,5
CIEL3,RAIL3,-3.004532788026803,-3.708096638915636,-4.094209117133137,-4.683972947736278,-3.80194504240391,-4.2833280129924685,-5.514456910078566,0,7
CMIG4,ABEV3,-3.7577496406587017,-3.555134033170687,0,-3.1522177365834096,-3.413532200239881,-3.609762529316382,-3.961432879960955,-4.848427654151654,7
CMIG4,BBDC4,0,0,-2.9851222096944823,-3.3881335348260526,-3.6504748127167144,-3.985633407212274,-4.4015279532339875,-3.7596846517011384,6
CMIG4,BRDT3,-3.446033697605225,-3.091326031889279,-3.1142303066514123,-3.4921303862284843,-4.3207130847378625,-3.2485429456166894,0,0,6
CMIG4,CPFE3,0,-3.3241052029139024,-2.925652740477479,-3.2403156602555327,-3.3093579927244603,-3.9597460936466846,-3.106029677127834,-2.924714399323543,7
CMIG4,CPLE6,0,0,-3.2860531987682955,-3.186028141356525,-3.594126746654539,-3.5780597315351046,-3.2793658078655348,-3.022302001120524,6
CMIG4,CRFB3,-3.808585374131229,-3.867023543784464,-3.7069580302759766,-3.630224471790031,-2.985298377726742,0,-2.983869878547919,0,6
CMIG4,EGIE3,-3.236493066697256,-3.3027379739989815,0,-3.2264812337702233,-3.7246653084800867,-3.364707656973655,-3.3447070402851433,-3.207368168672746,7
CMIG4,ENBR3,-3.9201227104495255,-4.025954469394577,-3.8935037795514007,-4.670651503789308,-5.005187109437454,-4.731661155173109,-5.741049844519764,-3.2716828368125577,8
CMIG4,GOLL4,0,0,-2.985827918538534,-3.214210664597128,-3.8953935916336846,-3.8696640318147524,-2.9455378669448096,-3.2166145860886126,6
CMIG4,IRBR3,-3.2481521770455277,-3.274396412220943,-3.285430405695983,0,0,-3.194984486436236,-3.0916127015318193,-4.606327919636448,6
CMIG4,JBSS3,0,0,-3.071034208705399,-3.4266574794057556,-3.808783222487082,-3.3154771586742,-4.314810722061991,-3.786440811064919,6
CMIG4,PETR3,-3.4037389305414663,0,-2.9285865026355724,-3.16831602511737,-3.333175904664417,-3.7262982543979493,-3.981698744276834,-3.3452370204948765,7
CMIG4,PETR4,0,0,0,-3.4969473299148315,-3.711583866487711,-3.9213562857512616,-4.251662064890185,-3.590453124305761,5
CMIG4,VALE3,-5.094760004735204,-5.115466412515486,0,-2.916472632240181,0,-4.010607518114244,-4.291498063540687,0,5
COGN3,CCRO3,0,0,-3.039764006642316,-3.345082633072736,-4.070909854281432,-3.5117484859566663,-3.8279268906293145,-3.4797224367145114,6
COGN3,CIEL3,0,0,0,-3.3032025775807305,-3.619974063984092,-4.075475213778916,-4.258050242626852,-3.7465334382792057,5
COGN3,CRFB3,-3.723521171574774,-3.023370064838622,-3.5120803116558466,-3.321186931927853,-3.382378766758264,0,0,0,5
COGN3,FLRY3,-3.5083584999541824,-3.225843544904108,-3.5424225816241037,-3.581477527129863,-4.296944900795555,0,0,0,5
COGN3,HGTX3,-3.071484042894287,-3.396276009708332,-3.2996857878246475,-3.479592714265514,-3.8301514325051578,0,0,0,5
COGN3,IRBR3,-3.172023271816105,-3.0872684234687906,-3.349767294527161,-3.0294339867114646,-3.0039829714283353,-3.493412753672022,-2.9999619796494144,0,7
COGN3,JHSF3,-3.0320553281107148,-3.0406152924724847,-3.081216221711793,-3.929919971864518,-3.051822738469439,0,0,0,5
COGN3,LCAM3,-3.900964350411633,-4.024689730306793,-3.0311055876233732,-3.3780042192234405,-3.506148150017844,0,0,0,5
COGN3,MGLU3,-4.083026429295423,-4.221530287358966,-3.817446474485913,-3.9681931713135175,-3.3087271792126445,0,0,0,5
COGN3,MRFG3,-3.418992650580391,-3.7760597154064217,-2.9566064671124037,0,0,-3.487753786988965,-3.083720346032215,0,5
COGN3,SBSP3,0,-3.321889006651456,-4.408828630900071,-3.438225605274877,-3.5918715226635203,-3.7108638104816456,-3.230633595537664,0,6
COGN3,TOTS3,-3.183813203120728,-3.4991103878071663,-4.1529127059931685,-3.741538871153692,-2.9832312301861004,0,0,0,5
CPFE3,BBDC3,0,-3.197534412523944,0,-3.2456429878053017,-3.235807572510704,-3.417427919710413,0,-2.969025834518991,5
CPFE3,BBSE3,0,0,-2.9851090557210243,-3.146543707267233,-3.4520858354111006,-3.393654267209288,-3.1624418608037725,0,5
CPFE3,BRDT3,-3.3879805049616034,-3.1552034853734474,-3.310834763004011,-3.5772726324680093,-4.808525739658216,-3.832627809534724,-4.2479777804914995,-3.5644285801792974,8
CPFE3,BRFS3,0,-2.996341613257726,-3.3541012651875426,-3.0814854228509287,-3.4530519072155554,-2.945276823369375,-4.424281420579721,-3.291808044711121,7
CPFE3,CRFB3,-4.424194940031162,-3.2928411553928445,-3.191258841863255,-3.288353357693088,-3.2031331150619677,0,-2.995153114373768,0,6
CPFE3,EGIE3,-3.731415188970086,0,-3.1086816473171512,-3.1906059078500473,-3.1281270736234754,0,-4.248830020737845,-3.604020944505501,6
CPFE3,EMBR3,-2.9729488001809172,-3.375554109839184,-3.401266860716185,0,-3.5855750739806345,-3.741302578773183,-3.038965213790996,0,6
CPFE3,ENBR3,-3.2525780080449103,-3.477343837642266,0,-2.926699880382955,-3.345953081846924,-2.995096141286819,0,0,5
CPFE3,ENGI11,0,-4.464985495574205,-3.3222321320338355,0,-3.030095065306042,-3.2423689025391553,-4.287406920822558,0,5
CPFE3,GOLL4,0,0,-2.905633475309466,-3.1861535646790826,-4.280947857726443,0,-3.177048432165991,-3.2919055629090375,5
CPFE3,IGTA3,0,0,-2.9144659735681215,-2.942726962145276,-3.8774435053619505,-3.4004891833938458,-3.896696858133417,0,5
CPFE3,IRBR3,0,-3.0818678121330745,-3.2728721399018066,0,0,-3.178954267548074,-3.104267416105168,-3.8773350921991176,5
CPFE3,JBSS3,0,0,0,-3.41303876356351,-3.695601890342209,-3.2319154691075864,-3.988688073943314,-4.508861358831174,5
CPFE3,MRVE3,-2.9340240087846374,-3.369648729452608,-3.64829636835435,-3.084483557488612,-3.383806348745278,-2.928081709167196,-3.2093640764593157,-3.1463806138389794,8
CPFE3,MULT3,0,0,-3.0039517907504214,-3.0856353935637357,-3.993259050199891,-3.7536500236858568,-4.325256872604878,0,5
CPFE3,PETR3,0,-3.344796384791575,0,-2.8964464204719,0,-3.723439616200391,-3.9969197560279484,-3.8579702999006176,5
CPFE3,PETR4,0,-3.3555469279179393,0,-3.268179517612573,0,-3.654525018655564,-3.785197578983593,-3.715718834501479,5
CPLE6,AZUL4,-3.1326956383798517,-3.2406391961934156,-3.5734096965896938,-3.69530070491175,-2.9104183952864173,0,0,-3.4916281809785747,6
CPLE6,BBAS3,-3.6520909879483856,-3.255448004503487,0,0,-3.1525327026807943,-3.2761376345445012,-3.6376682323982554,0,5
CPLE6,BBDC3,-3.3396056101034097,-3.2040340581852025,-3.0345435336214654,-3.03033594710963,-3.313816923315697,-3.458386685956781,-3.1651577758879035,-3.411142455270504,8
CPLE6,BBDC4,-3.0307220176310254,-3.0599878057989054,-3.1689466732348976,-3.088606845354068,-3.364467418651738,-3.385318099284806,-2.934116673451918,0,7
CPLE6,BRAP4,0,0,-2.970301582807475,-3.340560576074688,-3.281735956003141,-3.244341002534458,-3.2611067154017923,0,5
CPLE6,BRDT3,0,0,0,-3.0332576965235387,-3.9752779361948543,-3.218022365278449,-3.1795253628362965,-2.892140772035271,5
CPLE6,BRML3,0,-3.258135898287042,0,0,-3.1758174052683428,-2.9655068274078618,-3.8100388580922298,-2.9021440485905585,5
CPLE6,CRFB3,-4.021566786438145,-3.8193959391321983,-3.743023723512292,-3.5927239161396036,-3.1358146164290264,0,-2.9447061289793712,0,6
CPLE6,CYRE3,-3.1745709891428464,-3.4761044563594874,-3.285073964567907,-3.48171700832946,-2.9052571633425375,0,-2.9013461973399193,-3.1737701817017707,7
CPLE6,ENBR3,0,-3.070474448732481,-3.2153831922870317,-3.551377430537883,-3.724000684097092,-3.6985880209823327,-4.16810062816578,-4.223539041969671,7
CPLE6,GGBR4,-3.154629699414147,-3.3009622572184387,0,-3.3732310783347175,0,-3.032091196276102,-3.464747708196883,0,5
CPLE6,GOAU4,0,-3.1389549817361417,-3.1452408467090778,-3.4833656287779524,0,-3.22554890200557,-3.632021152874835,0,5
CPLE6,IGTA3,0,0,-3.248370126537102,-2.924770821412512,-3.679847682418584,-3.8866223275208602,-4.587372673515486,0,5
CPLE6,IRBR3,-3.0845315368464443,-3.1621724999058527,-3.2588524006234834,-2.9067702774135875,0,-3.2613939881836767,-3.208110731050446,-4.201675545303525,7
CPLE6,LREN3,0,0,0,-3.0161553464423734,-3.9413820377014246,-3.5678330075371654,-3.800731704085354,-3.7215683772698447,5
CPLE6,MULT3,0,0,-3.064220543471533,-3.1280953415037174,-3.8600235315448597,-4.13677630917101,-4.829552170535983,-3.2309588763368082,6
CPLE6,SANB11,-3.0211008850105427,-3.1835332807907655,-3.614551651031962,-3.799926997592178,-4.068084340329563,-3.393220871146117,0,0,6
CPLE6,SULA11,-3.0172803591280095,0,-3.90227275432057,-2.8971087035442307,0,0,-2.964659405478904,-2.9365587382775487,5
CPLE6,TAEE11,0,0,-3.084676073238512,-3.1501671247471297,-3.3738649065524857,-3.016637336465077,-3.0248640216114846,0,5
CPLE6,UGPA3,0,0,0,-2.882470840260136,-3.0943218783183926,-2.99643526029479,-2.9911322315188187,-3.5166115298949188,5
CPLE6,USIM5,-2.9350786268989277,-3.466148560731327,-3.263117455098678,-3.5743477226456277,-3.0772922153459548,-3.3954216086967057,-3.317815330509861,0,7
CRFB3,BRML3,-2.9522297779923226,-3.2588757736344336,0,0,-3.440037827848798,-3.1212127383331767,-4.01265897599736,-3.0327012604330656,6
CRFB3,IGTA3,-2.9502974408699885,-3.1100200774095557,0,-3.099678144296708,-3.877765385811157,-3.389260267511316,-3.5660958176169646,-3.038698894952289,7
CRFB3,IRBR3,-3.1126275514229977,-3.485257394542438,-3.266854371847095,0,-2.9706947950496607,-3.2137697990150222,-2.9873216172427495,-3.951258228438009,7
CRFB3,LREN3,0,0,-3.1160788287949357,-3.3544491909487104,-4.1214553023764084,-3.1321922879067974,-2.9915003053347404,-3.323568238528542,6
CRFB3,MULT3,-2.918238743479668,0,-3.007245906146395,-3.2296849691308616,-4.024638699221097,-3.5861757729137467,-3.9355679493496036,-3.1336918354446204,7
CRFB3,SULA11,-2.9089797389882293,-3.364096305291729,-3.676041679506023,-3.0624011601381653,0,0,-3.4208804194974762,-4.745250824274827,6
CSAN3,BRDT3,0,0,0,-2.946838925148723,-3.97703756203611,-3.6412885672206516,-4.069117240701208,-3.218761345002185,5
CSAN3,BRML3,0,0,-3.184979822590835,0,-2.976836893535225,-3.040003212535694,-4.039367654544088,-3.471395836840754,5
CSAN3,EGIE3,-3.011363947234813,0,-2.9809492519986156,-3.493175378571388,-3.998587034975054,-3.960676114263534,-5.453912347487494,-3.6395599963435967,7
CSAN3,ELET3,0,0,-3.038267907865358,-3.1943642827678875,-3.3052323548865234,-3.3337963027506943,-3.8572991797818954,-4.027237149013843,6
CSAN3,ELET6,0,0,0,-3.1942080968287216,-3.2365518483499423,-3.4730979182559794,-4.091952543709576,-4.30950111995903,5
CSAN3,FLRY3,-3.5547306869471362,-3.2617599850544554,-3.562106133673625,-3.085374742722642,-3.149725838996741,0,0,-3.379141179663725,6
CSAN3,IRBR3,-2.8993955940261595,-3.2481678904284883,-3.6385772627191066,0,0,-3.0998405997245655,-3.1179626252028463,-6.61040862415566,6
CSAN3,JHSF3,-3.065663424918745,-3.2057457338469186,-4.023377739928342,-3.009207333292891,-3.129649553388858,0,-2.9237446544282744,-3.1482323728599013,7
CSAN3,MULT3,0,0,0,-2.997125407636906,-3.726213040297805,-3.6347939210996882,-4.228833858853966,-3.248714308166184,5
CSNA3,AZUL4,0,0,0,-3.6632282637313627,-3.04941172260968,-3.196080813652933,-3.638593949919006,-5.0708449010479875,5
CSNA3,BRDT3,-3.5647002491228923,-2.950991225899448,0,-3.159961981858762,-4.316854727540322,-3.204478991609826,0,-4.807208396951301,6
CSNA3,BRML3,0,-3.0166743883945624,0,0,-3.4657863028416007,-3.144244548292219,-3.937281006284778,-4.164099274826886,5
CSNA3,CMIG4,-3.2348595564335745,-3.5128179861101607,0,0,-3.0546136936265347,0,-3.1278984918769646,-3.063565980563364,5
CSNA3,CPLE6,0,-3.1925227356358854,-3.7046595587411786,-3.929582193225045,-4.380703363521162,-3.788037849047791,-3.613179957511685,-4.386501431802853,7
CSNA3,CRFB3,-3.4958118761427563,-3.537673673570493,-4.069331396485686,-3.55727931633339,-3.1120888482983133,0,-2.951382602945766,0,6
CSNA3,EGIE3,-2.9685474594219996,-3.1098724266845914,0,-2.984467542118556,-3.752762393939882,-3.0044388035908813,-2.900870352469162,-3.4443171644396533,7
CSNA3,ENBR3,-3.9214881289926713,-3.9153161113446893,-3.869943268372962,-3.7512092124536984,-4.441946056050268,-3.895848669471788,-3.550940334208701,-3.9027581537686644,8
CSNA3,HGTX3,-3.660917297127305,-3.599211443821308,0,0,-3.0080929844680537,0,-3.0084012500042956,-3.2343341418739278,5
CSNA3,IRBR3,-3.431802503311034,-3.337518493834176,-3.252464177562075,0,-2.993955608606244,-3.2455382829123174,-3.226989736565008,-7.652026266251667,7
CSNA3,JBSS3,0,0,0,-3.115185792031507,-3.3924027287275393,-3.2283312426229043,-4.191516517920342,-3.6973084132337113,5
CSNA3,LREN3,0,0,0,-3.079577573566992,-4.246131110607161,-3.220297233861482,-3.231342812174937,-3.1029783835818976,5
CSNA3,MULT3,0,0,0,-3.0552953121793527,-3.9627859840021293,-3.735482317485862,-4.200676265572652,-3.6617196649334285,5
CSNA3,RADL3,0,0,0,-3.0001303338987233,-3.274084852228366,-3.4325726860983945,-3.6691862325238183,-3.5303233869913857,5
CVCB3,BRDT3,0,-3.820253866484899,-4.295323908863311,-3.8460977660150415,-4.9822751610529945,-4.464910262119261,-3.807054352509564,-4.188721980114918,7
CVCB3,BRFS3,-3.152459834707465,-3.2556187006961053,-3.2249440881577005,-3.364933020228091,-3.45591311293979,-2.923786072581494,-3.4495979813449638,-3.51110662466079,8
CVCB3,BRML3,0,-3.376754892657692,-3.2538901620420924,-3.2108389187714077,-3.2722026169819967,-3.5212632881722183,-4.719677313168438,0,6
CVCB3,CRFB3,-3.0745420845626055,-3.395638399084092,0,-3.0092940968694557,-2.9217097295224153,0,-2.9619248409127588,0,5
CVCB3,ECOR3,-3.764714776371737,-2.9838655522057866,-3.6143804857660347,-3.679937768437325,-4.051240829208236,-4.095029515513458,-4.6614055240656365,-4.890005038374826,8
CVCB3,EGIE3,0,0,-2.900823081463221,-3.3852017812999473,-3.4891962677100556,-3.5137916174012793,-4.491580223485531,0,5
CVCB3,EQTL3,-3.2473486138867247,-3.191763879037946,0,-3.029499338143642,0,0,-2.8927131933110677,-2.922248434354151,5
CVCB3,EZTC3,0,0,0,-3.407428280131453,-3.669212063926993,-3.108358541635616,-3.0623656227049234,-3.5364381623766254,5
CVCB3,FLRY3,-3.6438248576193497,-3.0087676873848745,-3.0640575619619863,-3.0827178071162824,-3.502922144589211,0,0,0,5
CVCB3,HYPE3,-3.0756427296549176,0,-3.3594185695205643,-4.115885251126785,-4.165226665390147,-4.516223646515418,-4.220563709322099,-5.15370323646313,7
CVCB3,JBSS3,0,-3.0745222100799072,0,0,-3.171752340104238,-3.0357306277545955,-3.648515536681981,-3.316926394639113,5
CVCB3,LREN3,0,0,0,-3.007402023945523,-3.8099141983564784,-3.2767020996348086,-3.521105272138734,-3.7667496016883755,5
CVCB3,MULT3,0,0,0,-3.195206255290815,-3.6931473409891087,-3.9891044419519113,-4.574371407500886,-3.2346256895870806,5
CYRE3,BBAS3,-3.367001022196237,-3.2025321745677746,-3.650868722283719,-3.7855696250512634,0,-3.0125278060815215,-3.7164891038254972,0,6
CYRE3,BBDC3,-3.1866685432973823,-3.4773973427273646,-3.8824989604058127,-3.87223352952819,0,0,0,-3.048547122873509,5
CYRE3,BRML3,0,-3.2228300580726295,0,0,-2.9966287603610535,-2.965258205306993,-3.9123666244918187,-3.237732475244924,5
CYRE3,CPLE6,-3.3463820940123834,-3.7450145528575303,-3.6421807800386103,-3.212670357710395,0,-3.049629687974532,-3.3092895085249534,-3.694801017042763,7
CYRE3,CRFB3,-3.9751032087246227,-3.9851684060926993,-3.4648321754252196,-3.241502381844036,0,-2.929605206843788,0,0,5
CYRE3,EGIE3,0,0,0,-2.9709126679154916,-3.330734909613123,-3.53778514144239,-5.117999121581115,-3.471354749436144,5
CYRE3,GOLL4,0,-3.201668344291746,-2.949942089134477,-3.452042104281784,-3.0044525908432713,-3.2319377710515216,-3.8939187978727805,-3.190809837527238,7
CYRE3,IGTA3,0,0,-2.9901132774243324,-3.1792365303486374,-3.3394753347309636,-3.3709858533008115,-3.942517428941133,-2.9448058225702853,6
CYRE3,IRBR3,-3.3951002675557227,-3.313117624532633,-3.3408783520892857,0,0,-3.134572091590918,-3.162453887241477,-4.823283098271574,6
CYRE3,MULT3,0,0,-2.985975587680704,-3.3239367469410697,-3.5863478514097435,-3.777211696914414,-4.451171653517783,-3.045531067748511,6
ECOR3,BRDT3,0,0,0,-2.9231577942344904,-3.546513907910438,-2.9744133074900394,-3.1763809187569922,-3.430665285818245,5
ECOR3,BRML3,0,0,-3.13214349583897,-3.3612815903891593,-3.586749818936496,-3.5694673501985763,-4.325039890536041,0,5
ECOR3,CVCB3,-3.0723130577722206,0,-3.228024412329707,-3.39442301570177,-4.19094661910658,-3.743442647418344,-4.632106946770401,-4.677048836155203,7
ECOR3,FLRY3,-3.4499523431637775,-3.0448597784811375,-3.2787777125017823,-3.525037549806517,-4.033162249947007,0,0,0,5
ECOR3,HYPE3,0,0,0,-2.942410663882694,-3.153956691488647,-3.612770139788704,-3.4751023037608597,-4.696197148464991,5
ECOR3,IRBR3,-2.9372098257016868,-3.216225019870482,-3.4544571699364646,-3.0074088710207643,-3.193286793165002,-3.364619068290286,-2.8806373104987637,0,7
ECOR3,LREN3,0,0,0,-2.9693486541032357,-3.6859059805604026,-3.0503345916703855,-3.268911365044039,-3.434020283987983,5
ECOR3,VIVT3,-3.107971238935092,0,-3.2673739265253965,-3.4577852368642636,-4.067385691426519,-4.322074260581432,-3.7775040423315156,0,6
EGIE3,B3SA3,0,-3.1892578907470295,0,-3.0977829867168114,-2.966641293961649,-3.4314182282425296,-6.2513351845238745,0,5
EGIE3,BBSE3,0,0,0,-3.1449022369812596,-3.543744597099803,-3.508363495223453,-4.174613114658415,-4.1186235967834035,5
EGIE3,BRDT3,-3.837567952844598,-4.1831360920434095,-4.251519131544785,-4.7304028417042945,-4.993313992508656,-5.023991380980864,-5.26055788508363,-3.9889161263650537,8
EGIE3,BRFS3,0,-3.0878495524423952,-3.4721469493523194,-3.472294560112615,-2.9395968504333947,0,-4.305904308512504,-3.1961487232076977,6
EGIE3,ENGI11,-3.7051576752743114,-3.0959590959745973,-3.781284802431508,-3.7170814507199768,-3.2612126306416704,0,-3.3416596730999464,-3.2274615126354136,7
EGIE3,IRBR3,0,-3.085107614403758,-3.2208565353361696,0,0,-3.1830016240059136,-3.1618712256111894,-3.154656485876723,5
EGIE3,JBSS3,-3.2535148229335578,-3.375319447085325,-3.3295083413843183,-3.518479238787623,-4.080750225540589,-3.0267244770529422,-3.5652406518143405,-3.7046969981747844,8
EGIE3,MRVE3,0,0,0,-3.122264451408643,-3.4590382940553828,-3.8433998587715137,-5.65722116078641,-3.1473844347623623,5
EGIE3,PETR3,-3.597237033857324,-3.347617810234182,0,-3.067489283312297,-3.139732775222399,-3.1876425589076964,-5.650479014226341,-3.0775402281886852,7
EGIE3,PETR4,-3.539227727810522,0,0,-2.9611496272567974,-3.0792080955425996,-3.136833184135075,-5.511085209762742,-3.0602186882562563,6
EGIE3,TOTS3,-2.948416512848272,-3.5687052755945805,-3.66771031643649,-3.1598060974660314,0,0,-4.1715525792096,0,5
ELET3,BRDT3,0,0,0,-2.903429856069082,-3.7044462008190577,-3.2624369215435047,-3.69050556403668,-3.05163981346749,5
ELET3,BRML3,0,0,-3.1396018069269007,0,-2.925654784867908,-3.0197538281773157,-4.015982530817292,-4.010845916843085,5
ELET3,CRFB3,0,-3.203104466338418,0,-3.2899030112496517,-3.0427261036772824,-3.2784883148676847,-2.9278461749897216,0,5
ELET3,ELET6,-2.9571928998713073,-3.887516240705057,-3.3646884875924012,-3.682248799018197,-3.559047659309437,-3.084536522084302,-3.7975521889617796,-3.4259116795085682,8
ELET3,EZTC3,-3.293560706965414,-3.097920752160412,-3.2483111979380226,0,-3.4567218863697895,-2.901451485700622,-4.151188203320911,-3.3814834714991426,7
ELET3,IGTA3,0,0,0,-2.9046505374232847,-3.434466934923129,-3.628959978965909,-3.9867185481996734,-3.6216463861518653,5
ELET3,IRBR3,-2.896969538902991,-3.1101222864366633,-3.4728183108283495,0,0,-3.166404680655829,-3.114647687372354,-7.256238774479478,6
ELET3,JHSF3,-3.2468525945266564,-3.15164754119646,-3.6038329933288624,0,0,-3.297820278741623,-3.424462976276429,-3.457349632845686,6
ELET3,LREN3,0,0,0,-3.0044899073345164,-3.8567435739497316,-3.6136027276806826,-3.9062966163634743,-3.0798015802403147,5
ELET3,MULT3,0,0,0,-3.127559106974658,-3.647149336758956,-3.79332615103674,-4.430907492929327,-3.786523169176931,5
ELET6,BRDT3,0,0,0,-2.918281427617231,-3.7101386174391275,-3.347965152601949,-3.5773441920011435,-3.067089178002242,5
ELET6,BRML3,0,0,-3.2367870076581577,-2.924590836381197,-2.908433997517096,-3.033374213067842,-4.073137932030147,-3.973404783383279,6
ELET6,CRFB3,0,-3.1375828138908743,0,-3.305871108118845,-2.961813756063291,-3.225985434600995,-2.93401217577432,0,5
ELET6,ELET3,-2.929091335516238,-3.227305539932803,-3.044208291350926,-3.868254436176525,-3.713047018838568,-3.095868050072362,-3.65260520954993,-3.3631591041099673,8
ELET6,EZTC3,-3.3767146705134676,-3.094226773787735,-3.0797023952278755,0,-3.44480042817721,0,-3.882416520293022,-3.126081093445931,6
ELET6,IGTA3,0,0,0,-2.9297142020868647,-3.4691559680320845,-3.4272332860751247,-3.9834545188309933,-3.513214634707925,5
ELET6,IRBR3,0,-3.1099042420011194,-3.4580268239059704,0,0,-3.1795558311255747,-3.0901037307926096,-6.876568185086428,5
ELET6,JHSF3,-3.23544268680496,-3.126296315800987,-3.757291918020438,0,-2.9216311620548723,-3.2938557991768036,-3.35175811484589,-3.568823333862407,7
ELET6,LREN3,0,0,0,-3.010506437989742,-3.8763865975844434,-3.4805641078538287,-4.012047186525667,-2.9254468004835625,5
ELET6,MULT3,0,0,0,-3.1583540683274935,-3.700256983054475,-3.848377097374521,-4.450869586029233,-3.682946272347833,5
EMBR3,BBSE3,-2.9638357470439303,-3.5031798463273667,-3.833189436737401,-4.770858149607548,-3.6859192898431354,-3.013618257066573,0,0,6
EMBR3,BRDT3,-3.5391021445681603,-3.0568310305968005,-3.4226327857809333,-4.094670531839382,-4.8023697738883,-3.6313445556016557,0,0,6
EMBR3,BRFS3,0,-2.912809593248249,-3.1242609315151775,-3.4175569622488706,-3.6046999936507147,-3.410018076879548,-3.16280207612591,0,6
EMBR3,BRML3,0,-3.2535869822131045,0,0,-3.111753126796456,-3.4564992327087585,-3.7556938612440542,-3.816860473190032,5
EMBR3,CPFE3,-3.159262736098047,-3.6738723107627917,-3.75494849583208,-3.092265295223235,-3.4075373226768515,-3.606072008811227,0,0,6
EMBR3,CRFB3,-3.9675588410323,-4.1772625102557095,-3.772647719949356,-3.5311785698359097,-3.5479616503963114,0,-2.9801821574453053,0,6
EMBR3,EGIE3,-3.4443184107013085,0,-3.6416917415885934,-3.9187675018355685,-4.023072943702861,-3.092113825635173,0,0,5
EMBR3,ENGI11,0,-3.567336606293987,-3.2744161131989484,-3.717874318238401,-3.9495464750699973,-4.793845161441139,0,0,5
EMBR3,HYPE3,-3.391455447461147,-3.8773046293679814,0,-3.1576357657127727,-3.8574799593290763,-3.0397965791876635,-3.003452370617833,0,6
EMBR3,JBSS3,0,0,-3.2959467839355088,-3.383206160613203,-3.1509632218277006,-3.7465144634355414,-3.9629560385543097,0,5
EMBR3,MULT3,0,0,-2.9451794200465438,-3.2370144651236523,-4.095089037732083,-4.25494473514463,-3.8920821732903983,-3.6377199173621846,6
EMBR3,PETR3,-3.196386450316761,-3.560914676883799,-3.5608242740774876,-3.059581132748287,0,-3.209770597803734,0,0,5
EMBR3,PETR4,-3.136739703222762,-3.4976420941016486,-3.4342944191130145,-2.9446234768473194,0,-2.972371398002848,0,0,5
EMBR3,YDUQ3,0,-2.898871201198431,-3.0149611680922495,0,-3.035547642627302,-3.6536741617514763,-2.9462336863891623,-2.9320207761699555,6
ENBR3,ABEV3,-3.5648468224701593,0,-2.9813243590583536,0,-3.2039357815395038,-3.4155703431325453,-3.28242169357164,-3.1428778707890705,6
ENBR3,AZUL4,0,0,0,-3.138980253041138,-3.391416755714416,-3.6094121142302296,-2.90090205822529,-3.5884106460012157,5
ENBR3,BRAP4,-3.855800984906814,-3.2617652519067657,-3.4119106049249033,-3.5852463785589377,-3.546464877363789,-3.4792175699817207,-3.3075091719060787,0,7
ENBR3,BRDT3,-4.619770458726541,-3.3621407267817403,-3.1472042239344424,-3.4646331289396612,-4.139304779285311,-3.265489140093188,0,0,6
ENBR3,CMIG4,-3.4480300754388282,-3.316454617251535,-3.2901320457544423,-3.9220675428006997,-4.024414224063263,-4.135600837052458,0,0,6
ENBR3,CPFE3,-3.051747932775579,-3.373501334794518,0,-2.9297325019854648,-3.068647505861346,-3.6512867936175017,0,0,5
ENBR3,CPLE6,0,-3.2238716186434875,-3.3630741158284647,-3.590521647399678,-3.6800596172820437,-3.8539744389779935,-4.181563611363133,-3.7598428528636263,7
ENBR3,CRFB3,-3.785512625965484,-3.6635109756358895,-3.864509411805756,-3.350131675136781,0,0,-2.983511014035115,0,5
ENBR3,CSNA3,-3.582137325977686,-3.2965769002932586,-3.211981096586527,-3.1808558127608175,-3.350336228052647,-3.214750867043315,0,0,6
ENBR3,CYRE3,-3.733610467565452,0,0,-3.3082727759858064,0,-3.168404818740417,-2.967380221856232,-2.9748744488267578,5
ENBR3,GOLL4,0,0,-3.057674533980969,-3.376794622308972,-3.7443423826606437,-4.136652964429862,-4.909428046061917,-5.218234296626389,6
ENBR3,IRBR3,-2.983783040939995,-3.1472294282605118,-3.2587867602592375,0,0,-3.244415963931207,-3.124303582458353,-3.1892176333365283,6
ENBR3,JBSS3,-3.0628963221085432,0,-2.8859392572123985,-3.339827221908407,-3.7714368719131337,-3.1678889650554076,-3.5902866846323365,-4.184442348547712,7
ENBR3,MULT3,0,0,-2.9176578812746627,-3.0643785285928766,-3.684938731787467,-3.9082037736728297,-4.442106379120177,0,5
ENBR3,PETR3,-4.080791019479575,-3.048025058072606,-3.3063801824463397,-3.1934582187204597,-3.31024109018687,-3.694289176130424,-4.618175611090377,-3.5499681797509113,8
