Data,ABEV3,AZUL4,B3SA3,BBAS3,BBDC3,BBDC4,BBSE3,BEEF3,BPAC11,BRAP4,BRDT3,BRFS3,BRKM5,BRML3,BTOW3,CCRO3,CIEL3,CMIG4,COGN3,CPFE3,CPLE6,CRFB3,CSAN3,CSNA3,CVCB3,CYRE3,ECOR3,EGIE3,ELET3,ELET6,EMBR3,ENBR3,ENEV3,ENGI11,EQTL3,EZTC3,FLRY3,GGBR4,GNDI3,GOAU4,GOLL4,HAPV3,HGTX3,HYPE3,IGTA3,IRBR3,ITSA4,ITUB4,JBSS3,JHSF3,KLBN11,LAME4,LCAM3,LREN3,MGLU3,MRFG3,MRVE3,MULT3,PCAR3,PETR3,PETR4,PRIO3,QUAL3,RADL3,RAIL3,RENT3,SANB11,SBSP3,SULA11,SUZB3,TAEE11,TOTS3,UGPA3,USIM5,VALE3,VIVT3,VVAR3,WEGE3,YDUQ3
2020-01-30,17.782817840576172,59.709999084472656,47.190555572509766,47.87052536010742,28.024065017700195,29.57488441467285,32.76142883300781,11.086838722229004,72.87078857421875,36.12794494628906,27.664098739624023,30.600000381469727,31.799999237060547,18.760000228881836,74.0,18.099191665649414,6.968469142913818,13.888900756835938,11.489999771118164,34.10663986206055,70.4253158569336,22.82274627685547,78.99771881103516,13.382050514221191,36.22999954223633,30.010665893554688,18.360000610351562,49.30877685546875,33.94336700439453,35.30763626098633,18.100000381469727,21.66014289855957,44.47999954223633,55.91537094116211,23.75166893005371,56.428741455078125,30.747417449951172,20.44939613342285,70.07826232910156,9.727428436279297,35.040000915527344,11.969832420349121,25.11870574951172,34.19364929199219,52.96172332763672,39.01143264770508,12.566112518310547,32.534210205078125,26.340927124023438,8.120647430419922,20.6280517578125,27.47647476196289,23.910860061645508,58.11729049682617,13.78822135925293,10.819999694824219,20.56190299987793,34.353416442871094,93.66941833496094,29.838075637817383,28.937854766845703,47.29999923706055,41.32936477661133,24.918498992919922,23.219999313354492,53.42570114135742,40.98992156982422,60.25259017944336,56.712135314941406,40.5099983215332,28.091440200805664,24.0300350189209,25.63465118408203,9.679871559143066,49.43355178833008,48.18966293334961,14.649999618530273,40.64276123046875,51.32254409790039
2020-01-31,17.307703018188477,59.2599983215332,46.610347747802734,46.659339904785156,27.71464729309082,29.079761505126953,31.997825622558594,11.581960678100586,73.26537322998047,35.494964599609375,27.50176429748535,30.549999237060547,31.549999237060547,18.399999618530273,71.19999694824219,17.56006622314453,6.957557678222656,13.669458389282227,11.619999885559082,33.938148498535156,70.43490600585938,22.299558639526367,78.03814697265625,12.873113632202148,36.5,29.39141082763672,17.729999542236328,48.88612747192383,33.55833053588867,34.85562515258789,18.139999389648438,21.777067184448242,43.72999954223633,55.21383285522461,23.225584030151367,55.11044692993164,30.106441497802734,19.76906394958496,69.96863555908203,9.36387825012207,34.25,11.961867332458496,24.173954010009766,34.30939865112305,52.78346633911133,39.59434509277344,12.354753494262695,31.92146110534668,26.956687927246094,7.727870464324951,20.89776611328125,27.31782341003418,23.014083862304688,56.399295806884766,13.617391586303711,10.970000267028809,20.260950088500977,34.029605865478516,93.66941833496094,29.221866607666016,28.447891235351562,47.93000030517578,41.09149932861328,24.703718185424805,23.200000762939453,53.22719955444336,40.59177017211914,59.004783630371094,57.901065826416016,39.66999816894531,27.98356819152832,24.67458152770996,24.94342613220215,9.541162490844727,48.252906799316406,47.8062629699707,14.0,39.095218658447266,51.734771728515625
2020-02-03,17.05560302734375,60.130001068115234,48.438011169433594,46.89004135131836,27.917980194091797,29.265430450439453,32.135826110839844,11.950874328613281,74.4590072631836,36.13753890991211,28.026973724365234,31.56999969482422,33.45000076293945,19.049999237060547,71.41999816894531,17.762239456176758,7.046125888824463,13.87975788116455,11.649999618530273,34.58551788330078,71.95066833496094,22.260072708129883,80.52518463134766,12.992864608764648,36.65999984741211,29.99217987060547,18.0,49.40269470214844,33.258853912353516,34.309810638427734,18.040000915527344,22.371429443359375,44.560001373291016,56.5477409362793,24.258264541625977,54.24810791015625,30.795976638793945,20.262056350708008,73.18753814697266,9.717604637145996,34.349998474121094,12.306365966796875,24.349267959594727,35.21607971191406,53.536102294921875,36.008514404296875,12.345149040222168,32.013912200927734,27.484485626220703,7.924258232116699,20.52815818786621,27.069931030273438,24.271520614624023,56.72325897216797,13.795541763305664,11.25,19.979412078857422,34.55948257446289,93.66941833496094,28.89450454711914,28.17791175842285,47.970001220703125,43.43052673339844,24.62217903137207,23.260000228881836,54.05096435546875,40.87338638305664,59.739925384521484,57.791316986083984,39.5,28.08245086669922,25.920705795288086,25.042173385620117,9.610516548156738,48.867225646972656,48.43613052368164,14.489999771118164,40.34515380859375,53.85480880737305
2020-02-04,17.113779067993164,60.79999923706055,48.31229782104492,46.380577087402344,28.02168846130371,29.28221321105957,31.694225311279297,11.688751220703125,73.97563171386719,37.019874572753906,27.91238021850586,32.18000030517578,33.400001525878906,19.18000030517578,73.44999694824219,17.4252872467041,6.849307060241699,14.053483009338379,12.300000190734863,34.009090423583984,72.47830963134766,22.783260345458984,79.70270538330078,13.222384452819824,37.20000076293945,30.36188316345215,17.75,49.63749694824219,33.044944763183594,34.65094757080078,18.25,21.932966232299805,45.349998474121094,58.24723815917969,25.193525314331055,53.970577239990234,31.71859359741211,21.129728317260742,73.24732971191406,9.904292106628418,35.15999984741211,12.216756820678711,25.1868839263916,36.402488708496094,54.14019012451172,36.4677848815918,12.373969078063965,32.26690673828125,26.85894775390625,7.953717231750488,20.93772315979004,27.565715789794922,24.56395149230957,55.859352111816406,14.071306228637695,11.300000190734863,20.532777786254883,34.52022933959961,93.66941833496094,29.606998443603516,28.62787437438965,48.79999923706055,43.33141326904297,24.484960556030273,23.729999542236328,54.586910247802734,40.834537506103516,60.88132858276367,56.45604705810547,38.88999938964844,28.064472198486328,25.781879425048828,24.815053939819336,9.699686050415039,50.17265701293945,48.162269592285156,14.949999809265137,40.196353912353516,55.552799224853516
2020-02-05,16.72593116760254,61.27000045776367,47.722412109375,48.44728088378906,28.534711837768555,29.848398208618164,31.859825134277344,11.747001647949219,77.35923767089844,37.26923370361328,28.25615119934082,32.06999969482422,34.310001373291016,19.100000381469727,73.5,17.665966033935547,6.928034782409668,14.602088928222656,12.180000305175781,34.76287841796875,72.38236999511719,22.64505958557129,80.58393859863281,13.2722806930542,37.0,30.500520706176758,17.860000610351562,49.59054183959961,32.514442443847656,34.352447509765625,18.40999984741211,21.87450408935547,44.95000076293945,58.42509078979492,25.20326805114746,52.64237594604492,32.53438186645508,21.100147247314453,72.24079895019531,10.061502456665039,36.189998626708984,11.625333786010742,24.85573387145996,36.93299865722656,53.67474365234375,37.53646469116211,12.441219329833984,32.461524963378906,26.60482406616211,7.963535308837891,21.037616729736328,27.21866798400879,25.05133056640625,56.15386962890625,13.983450889587402,11.630000114440918,20.969646453857422,34.117919921875,93.66941833496094,29.34703254699707,28.387895584106445,48.0,43.21247863769531,24.22443962097168,23.700000762939453,55.103004455566406,41.1744270324707,62.82558059692383,57.06880569458008,38.400001525878906,28.10942268371582,25.864513397216797,25.09154510498047,10.17525863647461,50.86376953125,47.85189437866211,15.140000343322754,41.03956604003906,54.47315216064453
2020-02-06,16.35747528076172,59.06999969482422,47.08418655395508,47.630210876464844,28.136674880981445,29.503376007080078,32.0162239074707,11.552835464477539,76.95478057861328,37.336368560791016,27.97922706604004,31.850000381469727,31.75,18.34000015258789,71.5,17.1364688873291,7.252786159515381,14.336929321289062,11.850000381469727,33.920413970947266,71.53814697265625,22.329174041748047,79.2718734741211,13.1924467086792,36.52000045776367,30.500520706176758,17.43000030517578,48.66072082519531,31.05129623413086,33.48255157470703,18.649999618530273,21.66014289855957,44.040000915527344,57.54570007324219,24.8038330078125,51.44302749633789,31.174734115600586,20.9423885345459,71.75248718261719,9.707777976989746,35.75,11.689055442810059,24.641460418701172,36.70150375366211,52.981529235839844,37.668949127197266,12.316327095031738,32.383670806884766,26.18454360961914,7.806425094604492,21.23740577697754,26.465072631835938,24.33975601196289,54.2100830078125,13.624713897705078,11.4399995803833,20.484235763549805,33.146484375,93.66941833496094,30.136552810668945,29.177837371826172,47.88999938964844,43.26203536987305,24.11307144165039,23.559999465942383,53.43562316894531,40.543216705322266,61.713199615478516,56.501773834228516,38.900001525878906,27.7678279876709,25.342266082763672,24.775556564331055,9.947380065917969,51.142127990722656,47.997962951660156,14.850000381469727,42.497825622558594,52.66719436645508
2020-02-07,16.405956268310547,56.290000915527344,46.70704650878906,47.67827606201172,28.0482234954834,29.839548110961914,32.531429290771484,10.844132423400879,75.988037109375,36.27180862426758,27.539958953857422,31.540000915527344,31.780000686645508,18.040000915527344,67.95999908447266,16.635852813720703,7.242945194244385,13.87975788116455,11.289999961853027,33.5213508605957,70.67474365234375,22.25020408630371,77.25482940673828,12.693490028381348,35.0,30.250972747802734,16.81999969482422,47.261287689208984,30.52079200744629,32.7235221862793,18.389999389648438,20.948856353759766,42.56999969482422,56.67619323730469,24.52130889892578,51.145668029785156,30.300678253173828,19.96626091003418,69.89888000488281,9.304924964904785,34.459999084472656,11.475985527038574,24.03759765625,37.26095199584961,53.24890899658203,34.913330078125,12.287506103515625,32.80208969116211,25.089855194091797,7.482385158538818,20.578105926513672,25.979202270507812,23.423484802246094,54.55367660522461,13.234251022338867,11.09000015258789,19.445463180541992,32.616615295410156,93.66941833496094,30.290605545043945,28.927854537963867,48.310001373291016,41.824920654296875,23.96392059326172,23.200000762939453,52.5324592590332,40.39754867553711,61.297264099121094,54.8372802734375,37.63999938964844,27.444215774536133,24.942317962646484,24.034955978393555,9.531254768371582,50.00947570800781,47.37722396850586,14.319999694824219,40.77172088623047,51.82310485839844
2020-02-10,16.221729278564453,56.81999969482422,47.02616500854492,47.2072639465332,28.198593139648438,30.158029556274414,32.95463180541992,10.368427276611328,72.50578308105469,35.3990592956543,27.45401954650879,30.84000015258789,31.389999389648438,17.8700008392334,65.7699966430664,16.61659812927246,7.124853610992432,13.37686824798584,11.09000015258789,32.696617126464844,69.28369903564453,21.865215301513672,77.25482940673828,12.134655952453613,32.88999938964844,28.457910537719727,16.760000228881836,46.89499282836914,29.36567497253418,31.82803726196289,18.510000228881836,20.715009689331055,41.709999084472656,55.460853576660156,24.336204528808594,48.974952697753906,30.0384578704834,19.650745391845703,68.16486358642578,9.255796432495117,34.15999984741211,11.103609085083008,23.86228370666504,36.70150375366211,51.69412612915039,29.154794692993164,12.5372896194458,33.356746673583984,24.9334716796875,7.06997013092041,20.508180618286133,25.770971298217773,22.565690994262695,53.954833984375,12.7827787399292,10.319999694824219,19.22217559814453,32.08674240112305,93.66941833496094,30.406147003173828,29.127838134765625,43.650001525878906,40.040924072265625,23.808799743652344,22.700000762939453,51.92703628540039,41.39777755737305,59.32398986816406,53.08130645751953,37.0,26.814966201782227,24.634916305541992,23.639968872070312,9.204298973083496,48.176116943359375,47.45024490356445,13.789999961853027,41.19828414916992,51.18513488769531
2020-02-11,16.289602279663086,58.34000015258789,47.28725814819336,49.331634521484375,28.968128204345703,30.423423767089844,33.92063903808594,11.057714462280273,75.20872497558594,37.0582389831543,28.743162155151367,30.899999618530273,32.15999984741211,18.239999771118164,70.5999984741211,17.290504455566406,7.016603469848633,13.770035743713379,11.149999618530273,33.41493225097656,71.854736328125,21.76650047302246,81.95474243164062,12.693490028381348,34.599998474121094,29.724143981933594,17.270000457763672,47.77785110473633,29.784942626953125,32.07536315917969,18.940000534057617,20.81244659423828,43.25,56.310604095458984,24.94022560119629,51.096107482910156,30.271541595458984,20.794492721557617,69.98857116699219,9.658649444580078,36.20000076293945,11.551654815673828,23.86228370666504,37.28023910522461,54.22931671142578,30.603261947631836,12.75825309753418,34.125465393066406,25.373300552368164,7.629676342010498,20.81999969482422,26.881532669067383,23.11155891418457,55.45685958862305,13.244011878967285,10.90999984741211,19.57166862487793,33.02873611450195,93.66941833496094,30.820161819458008,29.477811813354492,45.4900016784668,42.042964935302734,24.12102508544922,23.75,53.69367218017578,42.08725357055664,60.978057861328125,55.523193359375,38.4900016784668,27.59703254699707,24.859682083129883,24.785430908203125,9.828487396240234,49.961483001708984,48.290077209472656,14.619999885559082,42.706146240234375,52.019405364990234
2020-02-12,16.144161224365234,59.65999984741211,48.23493576049805,49.6200065612793,28.552400588989258,30.0164794921875,34.17824172973633,11.31983757019043,77.8228759765625,37.39391326904297,29.363862991333008,31.25,31.860000610351562,18.559999465942383,70.93000030517578,17.483049392700195,7.203581809997559,13.788323402404785,11.600000381469727,33.663238525390625,74.15715789794922,21.855344772338867,82.4443130493164,12.952946662902832,33.7400016784668,30.33415412902832,17.600000381469727,47.71210861206055,30.306882858276367,32.45061492919922,19.1299991607666,21.036550521850586,44.29999923706055,58.20771408081055,25.612442016601562,51.88906478881836,30.87367057800293,20.981830596923828,72.3902816772461,9.835512161254883,36.29999923706055,11.695030212402344,24.271350860595703,37.61783218383789,55.07107925415039,29.764211654663086,12.844718933105469,33.989234924316406,25.2266902923584,7.639496326446533,21.940000534057617,27.060016632080078,23.296762466430664,55.613929748535156,13.651557922363281,10.779999732971191,19.853206634521484,33.36235809326172,93.66941833496094,31.340089797973633,30.127765655517578,45.150001525878906,42.87549591064453,24.294042587280273,24.440000534057617,55.06330490112305,41.76679229736328,61.84861755371094,56.538360595703125,40.0,28.217288970947266,25.914094924926758,24.76568031311035,9.76904010772705,50.940555572509766,48.38136291503906,14.989999771118164,44.20408630371094,53.128501892089844
